iata,name,city,state,country
TCS,Truth Or Consequences Municipal Airport,Truth Or Consequences,New Mexico,US
TDO,Ed Carlson Memorial Field/South Lewis County Airport,Toledo,Washington,US
TDW,Tradewind Airport,Amarillo,Texas,US
TDZ,Toledo Executive Airport,Toledo,Ohio,US
TEB,Teterboro Airport,Teterboro,New Jersey,US
TEX,Telluride Regional Airport,Telluride,Colorado,US
THA,Tullahoma Regional/Wm Northern Field,Tullahoma,Tennessee,US
THM,Thompson Falls Airport,Thompson Falls,Montana,US
THV,York Airport,York,Pennsylvania,US
TIK,Tinker Afb Airport,Oklahoma City,Oklahoma,US
TIW,Tacoma Narrows Airport,Tacoma,Washington,US
TIX,Space Coast Regional Airport,Titusville,Florida,US
KNT,Kennett Memorial Airport,Kennett,Missouri,US
TLH,Tallahassee International Airport,Tallahassee,Florida,US
TLR,Mefford Field,Tulare,California,US
TMA,Henry Tift Myers Airport,Tifton,Georgia,US
TMB,Miami Executive Airport,Miami,Florida,US
OTK,Tillamook Airport,Tillamook,Oregon,US
ASQ,Austin Airport,Austin,Nevada,US
TNP,Twentynine Palms Airport,Twentynine Palms,California,US
TNT,Dade-Collier Training And Transition Airport,Miami,Florida,US
TNU,Newton Municipal-Earl Johnson Field,Newton,Iowa,US
XSD,Tonopah Test Range,Tonopah,Nevada,US
TOA,Zamperini Field,Torrance,California,US
TOC,Toccoa Rg Letourneau Field,Toccoa,Georgia,US
TOI,Troy Municipal At N Kenneth Campbell Field,Troy,Alabama,US
TOL,Eugene F Kranz Toledo Express Airport,Toledo,Ohio,US
TOP,Philip Billard Municipal Airport,Topeka,Kansas,US
TOR,Torrington Municipal Airport,Torrington,Wyoming,US
TPA,Tampa International Airport,Tampa,Florida,US
TPF,Peter O Knight Airport,Tampa,Florida,US
TPH,Tonopah Airport,Tonopah,Nevada,US
TPL,Draughon-Miller Central Texas Regional Airport,Temple,Texas,US
PTA,Port Alsworth Airport,Port Alsworth,Alaska,US
TRI,Tri-Cities Airport,Bristol/Johnson/Kingsport,Tennessee,US
TKF,Truckee-Tahoe Airport,Truckee,California,US
TRL,Terrell Municipal Airport,Terrell,Texas,US
TRM,Jacqueline Cochran Regional Airport,Palm Springs,California,US
TRX,Trenton Municipal Airport,Trenton,Missouri,US
TSG,Tanacross Airport,Tanacross,Alaska,US
TSP,Tehachapi Municipal Airport,Tehachapi,California,US
TTD,Portland-Troutdale Airport,Portland,Oregon,US
TTN,Trenton Mercer Airport,Trenton,New Jersey,US
TUL,Tulsa International Airport,Tulsa,Oklahoma,US
TUP,Tupelo Regional Airport,Tupelo,Mississippi,US
TUS,Tucson International Airport,Tucson,Arizona,US
TVC,Cherry Capital Airport,Traverse City,Michigan,US
TVF,Thief River Falls Regional Airport,Thief River Falls,Minnesota,US
TVI,Thomasville Regional Airport,Thomasville,Georgia,US
TVL,Lake Tahoe Airport,South Lake Tahoe,California,US
TWF,Joslin Field/Magic Valley Regional Airport,Twin Falls,Idaho,US
NIR,Chase Field Industrial Airport,Beeville,Texas,US
TXK,Texarkana Regional-Webb Field,Texarkana,Arkansas,US
TYE,Tyonek Airport,Tyonek,Alaska,US
TYZ,Taylor Airport,Taylor,Arizona,US
TYR,Tyler Pounds Regional Airport,Tyler,Texas,US
TYS,Mc Ghee Tyson Airport,Knoxville,Tennessee,US
BFG,Bullfrog Basin Airport,Glen Canyon Natl Rec Area,Utah,US
NPH,Nephi Municipal Airport,Nephi,Utah,US
RVR,Green River Municipal Airport,Green River,Utah,US
DBS,Dubois Municipal Airport,Dubois,Idaho,US
PNU,Panguitch Municipal Airport,Panguitch,Utah,US
MXC,Monticello Airport,Monticello,Utah,US
ICS,Cascade Airport,Cascade,Idaho,US
UBS,Columbus-Lowndes County Airport,Columbus,Mississippi,US
UCY,Everett-Stewart Regional Airport,Union City,Tennessee,US
UDD,Bermuda Dunes Airport,Palm Springs,California,US
UES,Waukesha County Airport,Waukesha,Wisconsin,US
UGB,Ugashik Bay Airport,Pilot Point,Alaska,US
UGN,Waukegan Ntl Airport,Chicago/Waukegan,Illinois,US
UIL,Quillayute Airport,Quillayute,Washington,US
UIN,Quincy Regional-Baldwin Field,Quincy,Illinois,US
IKB,Wilkes County Airport,North Wilkesboro,North Carolina,US
UKI,Ukiah Municipal Airport,Ukiah,California,US
UKT,Quakertown Airport,Quakertown,Pennsylvania,US
ULM,New Ulm Municipal Airport,New Ulm,Minnesota,US
ATO,Ohio University Airport,Athens/Albany,Ohio,US
UNU,Dodge County Airport,Juneau,Wisconsin,US
SCE,State College Regional Airport,State College,Pennsylvania,US
UOS,Franklin County Airport,Sewanee,Tennessee,US
UOX,University-Oxford Airport,Oxford,Mississippi,US
UTM,Tunica Municipal Airport,Tunica,Mississippi,US
HTV,Huntsville Municipal Airport,Huntsville,Texas,US
NPT,Newport State Airport,Newport,Rhode Island,US
UVA,Garner Field,Uvalde,Texas,US
RKH,Rock Hill/York County/Bryant Field,Rock Hill,South Carolina,US
VAD,Moody Afb Airport,Valdosta,Georgia,US
LLY,South Jersey Regional Airport,Mount Holly,New Jersey,US
VBG,Vandenberg Space Force Base Airport,Lompoc,California,US
VCT,Victoria Regional Airport,Victoria,Texas,US
VCV,Southern California Logistics Airport,Victorville,California,US
VDI,Vidalia Regional Airport,Vidalia,Georgia,US
VEL,Vernal Regional Airport,Vernal,Utah,US
VGT,North Las Vegas Airport,Las Vegas,Nevada,US
VHN,Culberson County Airport,Van Horn,Texas,US
VIH,Rolla Ntl Airport,Rolla/Vichy,Missouri,US
VIS,Visalia Municipal Airport,Visalia,California,US
VJI,Virginia Highlands Airport,Abingdon,Virginia,US
VKS,Vicksburg Municipal Airport,Vicksburg,Mississippi,US
VLA,Vandalia Municipal Airport,Vandalia,Illinois,US
VLD,Valdosta Regional Airport,Valdosta,Georgia,US
VNC,Venice Municipal Airport,Venice,Florida,US
VNY,Van Nuys Airport,Van Nuys,California,US
VOK,Volk Field,Camp Douglas,Wisconsin,US
VPS,Eglin Afb/Destin-Ft Walton Beach Airport,Valparaiso/Destin-Ft Walton Beach,Florida,US
VPZ,Porter County Regional Airport,Valparaiso,Indiana,US
VQQ,Cecil Airport,Jacksonville,Florida,US
VRB,Vero Beach Regional Airport,Vero Beach,Florida,US
VSF,Hartness State (Springfield) Airport,Springfield,Vermont,US
VTN,Miller Field,Valentine,Nebraska,US
VYS,Illinois Valley Regional-Walter A Duncan Field,Peru,Illinois,US
GTY,Gettysburg Regional Airport,Gettysburg,Pennsylvania,US
SQV,Sequim Valley Airport,Sequim,Washington,US
WAL,Wallops Flight Facility Airport,Wallops Island,Virginia,US
WAY,Greene County Airport,Waynesburg,Pennsylvania,US
WBB,Stebbins Airport,Stebbins,Alaska,US
WBW,Wilkes-Barre Wyoming Valley Airport,Wilkes-Barre,Pennsylvania,US
WDG,Enid Woodring Regional Airport,Enid,Oklahoma,US
WDR,Barrow County Airport,Winder,Georgia,US
WEA,Parker County Airport,Weatherford,Texas,US
WHP,Whiteman Airport,Los Angeles,California,US
WJF,General Wm J Fox Airfield,Lancaster,California,US
WLD,Strother Field,Winfield/Arkansas City,Kansas,US
WLW,Willows/Glenn County Airport,Willows,California,US
WMC,Winnemucca Municipal Airport,Winnemucca,Nevada,US
WRB,Robins Afb Airport,Warner Robins,Georgia,US
WRI,Mc Guire Field (Joint Base Mc Guire Dix Lakehurst) Airport,Wrightstown,New Jersey,US
WRL,Worland Municipal Airport,Worland,Wyoming,US
WSM,Wiseman Airport,Wiseman,Alaska,US
WST,Westerly State Airport,Westerly,Rhode Island,US
WVI,Watsonville Municipal Airport,Watsonville,California,US
WVL,Waterville Robert Lafleur Airport,Waterville,Maine,US
WWD,Cape May County Airport,Wildwood,New Jersey,US
WWR,West Woodward Airport,Woodward,Oklahoma,US
WYS,Yellowstone Airport,West Yellowstone,Montana,US
KYO,Tampa North Aero Park Airport,Tampa,Florida,US
HUC,Dr Hermenegildo Ortiz Quinones Airport,Humacao,Puerto Rico,US
XNA,Northwest Arkansas Ntl Airport,Fayetteville/Springdale/Rogers,Arkansas,US
XWA,Williston Basin International Airport,Williston,North Dakota,US
UKN,Waukon Municipal Airport,Waukon,Iowa,US
WBK,West Branch Community Airport,West Branch,Michigan,US
YIP,Willow Run Airport,Detroit,Michigan,US
YKM,Yakima Air Trml/Mcallister Field,Yakima,Washington,US
YKN,Chan Gurney Municipal Airport,Yankton,South Dakota,US
YNG,Youngstown/Warren Regional Airport,Youngstown/Warren,Ohio,US
BCC,Bear Creek 3 Airport,Bear Creek,Alaska,US
KBC,Birch Creek Airport,Birch Creek,Alaska,US
CZC,Copper Center 2 Airport,Copper Center,Alaska,US
ZNC,Nyac Airport,Nyac,Alaska,US
ZPH,Zephyrhills Municipal Airport,Zephyrhills,Florida,US
ZZV,Zanesville Municipal Airport,Zanesville,Ohio,US
UWA,Ware Airport,Ware,Massachusetts,US
LIZ,Loring International Airport,Limestone,Maine,US
EPG,Browns Airport,Weeping Water,Nebraska,US
HBB,Industrial Airpark,Hobbs,New Mexico,US
TUO,Taupo Airport,Taupo,Auckland,NZ
AMZ,Ardmore Airport,Manurewa,Auckland,NZ
CHC,Christchurch International Airport,Christchurch,Canterbury,NZ
CHT,Chatham Islands-Tuuta Airport,Waitangi,Chatham Islands,NZ
DUD,Dunedin Airport,Dunedin,Otago,NZ
GBZ,Great Barrier Aerodrome,Claris,Auckland,NZ
GIS,Gisborne Airport,Gisborne,Gisborne,NZ
GTN,Glentanner Airport,Glentanner Station,Canterbury,NZ
HLZ,Hamilton International Airport,Hamilton,Waikato,NZ
KKE,Kerikeri Airport,Kerikeri,Northland,NZ
KAT,Kaitaia Airport,Kaitaia,Auckland,NZ
ALR,Alexandra Airport,Alexandra,Otago,NZ
MFN,Milford Sound Airport,,Southland,NZ
MZP,Motueka Airport,,Nelson,NZ
MRO,Hood Airport,Masterton,Wellington,NZ
NPL,New Plymouth Airport,New Plymouth,Taranaki,NZ
NSN,Nelson Airport,Nelson,Nelson,NZ
IVC,Invercargill Airport,Invercargill,Southland,NZ
PCN,Picton Aerodrome,Picton,Marlborough,NZ
ZQN,Queenstown International Airport,Queenstown,Otago,NZ
SZS,Ryans Creek Aerodrome,Oban,Southland,NZ
ROT,Rotorua Regional Airport,Rotorua,Auckland,NZ
TRG,Tauranga Airport,Tauranga,Bay of Plenty,NZ
KTF,Takaka Airport,,Tasman,NZ
TKZ,Tokoroa Airfield,Tokoroa,Waikato,NZ
THH,Taharoa Aerodrome,Taharoa,Waikato,NZ
TWZ,Pukaki Airport,Twitzel,Canterbury,NZ
BHE,Woodbourne Airport,Blenheim,Marlborough,NZ
WHK,Whakatane Airport,,Auckland,NZ
WLG,Wellington International Airport,Wellington,Wellington,NZ
WIR,Wairoa Airport,Wairoa,Hawke's Bay,NZ
WAG,Wanganui Airport,Wanganui,Manawatu-Wanganui,NZ
OAI,Bagram Air Base,Bagram,Parwan,AF
KBL,Kabul International Airport,Kabul,Kabul,AF
KHT,Khost Airport,Khost,Khowst,AF
LQN,Qala-I-Naw Airport,Qala-I-Naw,Badghis,AF
OAS,Sharana Airstrip,Sharana,Paktika,AF
SGA,Sheghnan Airport,Sheghnan,Badakhshan,AF
TII,Tarin Kowt Airport,Tarin Kowt,Oruzgan,AF
TQN,Talolqan Airport,Taloqan,Takhar,AF
OAZ,Camp Bastion Airport,,Helmand,AF
BAH,Bahrain International Airport,Manama,Muharraq,BH
DMM,King Fahd International Airport,Ad Dammam,Eastern Province,SA
DWD,Dawadmi Domestic Airport,Dawadmi,Ar-Riyaḑ,SA
GIZ,Jizan Regional Airport,Jizan,Jizan,SA
QJB,Jubail Airport,Jubail,Eastern Province,SA
JED,King Abdulaziz International Airport,Jeddah,Makkah,SA
MED,Prince Mohammad Bin Abdulaziz Airport,Medina,Al-Madinah-al-Munawwarah,SA
NUM,Neom Bay Airport,Neom Bay,Tabuk,SA
AQI,Hafr Al Batin Airport,Qaisumah,Eastern Province,SA
AKH,Prince Sultan Air Base,,Ar-Riyaḑ,SA
RAH,Rafha Domestic Airport,Rafha,Northern Borders,SA
RAE,Arar Domestic Airport,Arar,Northern Borders,SA
XXN,Riyadh Air Base,Riyadh,Ar-Riyaḑ,SA
AJF,Al-Jawf Domestic Airport,Al-Jawf,Al-Jawf,SA
TUI,Turaif Domestic Airport,,Northern Borders,SA
EJH,Al Wajh Domestic Airport,Al Wajh,Tabuk,SA
ZUL,Zilfi Airport,Zilfi,Ar-Riyaḑ,SA
OMI,Omidiyeh Airport,Omidiyeh,Khuzestan,IR
AWZ,Ahwaz Airport,Ahwaz,Khuzestan,IR
BUZ,Bushehr Airport,Bushehr,Bushehr,IR
